Rank|Song|Total Points|Number Ones|Total Listeners
---|---|---|---|---|---
1|Lady Gaga & Bradley Cooper - Shallow|1432.0|49|125
2|Kim Petras - Close Your Eyes|1426.5|16|135
3|Kim Petras - TRANSylvania|821.0|3|95
4|Kim Petras - Tell Me It's A Nightmare|743.0|3|86
5|Kim Petras - Turn Off The Light (feat. Elvira)|742.5|2|85
6|Kim Petras - In The Next Life|728.0|5|80
7|DJ Snake - Taki Taki (with Selena Gomez, Ozuna & Cardi B)|695.0|11|64
8|Kim Petras - o m e n|632.0|4|71
9|Robyn - Honey|564.5|13|57
10|Kim Petras - Boo! Bitch!|563.5|3|70
11|Kim Petras - I Don't Wanna Die…|542.0|3|65
12|Lil' Wayne - Mona Lisa (feat. Kendrick Lamar)|454.0|6|54
13|The Chainsmokers - This Feeling (feat. Kelsea Ballerini)|318.0|2|37
14|Silk City & Dua Lipa - Electricity|317.5|2|41
15|Ariana Grande - breathin|314.0|0|43
16|Nile Rodgers & CHIC - I Want Your Love (feat. Lady Gaga)|300.5|2|27
17|Avril Lavigne - Head Above Water|291.0|1|31
18|Ariana Grande - God is a Woman|264.5|2|38
19|Kero Kero Bonito - Make Believe|262.5|4|33
20|Rita Ora - Let You Love Me|258.0|0|27
21|Young Thug - High (feat. Elton John)|257.5|2|25
22|Lana Del Rey - Mariners Apartment Complex|248.5|4|30
23|Lana Del Rey - Venice Bitch|238.5|2|32
24|BROCKHAMPTON - J'OUVERT|231.0|1|23
25|Ava Max - Sweet but Psycho|230.0|8|22
26|Shawn Mendes & Zedd - Lost In Japan (Remix)|220.0|3|24
27|Lil' Wayne - Don't Cry (feat. XXXTENTACION)|205.5|3|27
28|Lil' Wayne - Uproar|196.5|0|28
29|Kim Petras - Heart To Break|182.5|1|22
30|Kanye West & Lil Pump - I Love It (feat. Adele Givens)|182.0|1|23
31|Sheck Wes - Mo Bamba|181.0|2|15
32|Kim Petras - All The Time|178.5|2|22
33|BROCKHAMPTON - New Orleans|170.0|3|24
34|LSD - Thunderclouds|165.5|3|21
35|Lil' Wayne - Dedicate|161.0|1|20
36|BROCKHAMPTON - HONEY|158.0|0|19
37|Marshmello & Bastille - Happier|156.5|4|18
38|Lil Peep & XXXTentacion - Falling Down|151.0|1|16
39|BROCKHAMPTON - SAN MARCOS|149.0|1|16
40|Lil' Wayne - Can't Be Broken|145.0|1|19
41|Lil' Wayne - Let It Fly (feat. Travis Scott)|144.5|1|20
42|Ariana Grande - No Tears Left To Cry|143.0|2|19
43|Kero Kero Bonito - Only Acting|138.5|0|19
44|Taylor Swift - I Did Something Bad|137.5|2|15
45|Kero Kero Bonito - Time Today|137.0|0|19
46|Lil' Wayne - What About Me (feat. Sosamann)|133.0|1|22
47|BROCKHAMPTON - WEIGHT|131.5|0|15
48|Lauv - There's No Way (feat. Julia Michaels)|127.5|2|13
49|Kero Kero Bonito - Dear Future Self|125.5|0|20
50|Kero Kero Bonito - If I'd Known|122.0|0|17
51|BROCKHAMPTON - TONYA|121.0|0|19
52|Travis Scott - SICKO MODE (feat. Drake, Juicy J & Swae Lee)|120.5|1|18
53|BROCKHAMPTON - THUG LIFE|118.5|1|18
54|Lil' Wayne - Dark Side Of The Moon (feat. Nicki Minaj)|117.5|1|19
55|Joji - Slow dancing in The dark|113.0|0|12
56|Troye Sivan - Lucky Strike|111.5|0|16
57|Cher - Dancing queen|110.5|0|14
58|St. Vincent - Slow Slow Disco|107.5|1|20
59|BROCKHAMPTON - BERLIN|107.5|0|16
60|Allie X - Little Things|103.0|1|12
61|Ariana Grande - Sweetener|102.5|1|12
62|Benny Blanco - Eastside (with Halsey & Khalid)|102.0|1|15
63|Charli XCX - No Angel|102.0|0|13
64|Kero Kero Bonito - Visiting Hours|101.5|0|15
65|Taylor Swift - Delicate|100.5|1|16
66|Charli XCX - Unlock It (feat. Kim Petras & Jay Park)|100.5|2|13
67|Khalid - Better|100.0|0|10
68|Calvin Harris & Sam Smith - Promises|99.0|0|20
69|BROCKHAMPTON - WHERE THE CASH AT|98.5|1|12
70|Cher - SOS|98.5|0|11
71|Cher - Waterloo|97.0|0|10
72|BROCKHAMPTON - SOMETHING ABOUT HIM|96.5|0|12
73|Ariana Grande - everytime|95.5|0|19
74|Ariana Grande - Goodnight n Go|95.0|0|17
75|LIL UZI VERT - New Patek|95.0|0|9
76|Kero Kero Bonito - Dump|94.5|1|17
77|Terror Jr - A-OK (Everything's Perfect)|93.5|2|8
78|Cher - Mamma Mia|93.0|0|14
79|SunMi - Siren|93.0|2|8
80|The 1975 - TOOTIMETOOTIMETOOTIME|91.5|1|13
81|Ariana Grande - R.E.M|91.0|0|16
82|Kim Petras - I Don't Want It At All|90.5|0|13
83|Lil Baby - Drip Too Hard|88.5|0|8
84|Taylor Swift - Getaway Car|88.0|0|12
85|Hippo Campus - Bambi|87.5|1|9
86|Allie X - Science|86.5|0|10
87|Mitski - Nobody|86.0|1|12
88|Charli XCX - Taxi|84.0|2|9
89|Ariana Grande - Get Well Soon|83.0|0|13
90|Aurora - Churchyard|83.0|0|10
91|Kero Kero Bonito - Flyway|82.5|0|20
92|Taylor Swift - ...Ready For It?|81.5|2|10
93|Loona - Hi High|80.5|1|9
94|BROCKHAMPTON - VIVID|79.5|0|12
94|Christine and The Queens - Doesn't matter|79.5|0|12
94|The Chainsmokers - Side Effects (feat. Emily Warren)|79.5|0|12
97|Mariah Carey - GTFO|78.5|0|12
98|Troye Sivan - Bloom|77.5|0|13
99|BROCKHAMPTON - DISTRICT|76.5|1|11
100|The 1975 - Sincerity Is Scary|75.5|1|10
101|Seulgi - Wow Thing|75.5|2|7
102|Ralph - Gimme|75.5|2|6
103|Taylor Swift - Call It What You Want|74.0|1|10
104|Christine and The Queens - The walker|73.5|1|10
105|Troye Sivan - Dance To This (feat. Ariana Grande)|72.5|0|13
106|Logic - 100 Miles and Running (feat. Wale & John Lindahl)|71.5|0|8
107|Eminem - Lucky You (feat. Joyner Lucas)|70.5|0|10
108|Kim Petras - Hillside Boys|69.5|2|9
109|Robyn - Missing U|69.0|0|9
110|Lil' Wayne - Let It All Work Out|68.5|1|11
111|Aurora - Queendom|66.5|0|10
112|Dinah Jane - Bottled Up (feat. Ty Dolla $ign & Marc E. Bassy)|66.5|0|7
113|Tiffany Young - Teach You|66.5|3|5
114|Troye Sivan - Seventeen|64.5|0|10
115|St. Vincent - Fast Slow Disco|64.0|1|11
116|Charli XCX - Femmebot (feat. Dorian Electra & Mykki Blanco)|64.0|0|11
117|WJSN - SAVE ME, SAVE YOU|64.0|1|7
118|Years & Years - All for You|64.0|0|6
119|Against The Current - Voices|63.5|1|8
120|Lil' Wayne - Open Letter|63.0|0|13
121|Ralph - September Fades|63.0|0|6
122|Dua Lipa - Want To|62.5|0|8
123|Hippo Campus - Think It Over|62.0|0|8
124|Hippo Campus - Golden|62.0|1|7
125|Hippo Campus - Anxious|61.5|1|9
126|League Of Legends - RISE|61.5|0|6
127|Hippo Campus - Why Even Try|60.5|0|6
128|Aurora - Forgotten Love|60.0|0|12
129|Muse - Pressure|59.5|2|8
130|Lil' Wayne - Famous (feat. Reginae Carter)|59.0|1|12
131|Ariana Grande - Pete Davidson|59.0|0|7
132|BROCKHAMPTON - FABRIC|58.5|0|9
133|xxxtentacion - Moonlight|58.5|1|7
134|Ralph - Bedroom Eyes|58.0|1|5
135|Jess Glynne - 123|57.5|0|7
136|Hippo Campus - Bubbles|57.0|0|6
137|Charli XCX - 5 In The Morning|56.5|1|8
138|Britney Spears - Toxic|56.5|0|7
139|Aurora - It Happened Quiet|56.0|2|8
140|Mitski - Geyser|56.0|0|7
141|Troye Sivan - Plum|55.5|0|14
142|Cher - Gimme! Gimme! Gimme! (A Man After Midnight)|55.5|0|11
143|Troye Sivan - My My My!|55.0|0|11
144|Aurora - All Is Soft Inside|55.0|0|10
145|Kim Petras - Can't Do Better|55.0|0|5
146|Amy Winehouse - Back To Black|54.0|1|8
147|Loona - Favorite|54.0|0|7
148|Drake - In My Feelings|53.5|0|11
149|Twenty One Pilots - My Blood|53.5|0|7
150|Aurora - Gentle Earthquakes|53.0|0|9
151|Ralph - Long Distance Lover|53.0|0|5
152|Sophie - IMMATERIAL|52.5|0|9
153|Mariah Carey - With You|52.5|0|5
154|Kero Kero Bonito - Outside|52.0|0|13
155|Taylor Swift - King Of My Heart|52.0|0|11
156|BLACKPINK - DDU-DU DDU-DU|51.5|0|8
157|Against The Current - Strangers Again|50.5|1|7
158|Ariana Grande - The Light Is Coming (feat. Nicki Minaj)|50.0|0|10
159|Kacey Musgraves - High Horse|50.0|0|8
160|Kanye West - Ghost Town (feat. PARTYNEXTDOOR)|49.5|1|6
161|Hippo Campus - Doubt|49.5|0|6
162|Cher - Chiquitita|49.5|0|5
163|Lil' Wayne - Used 2|49.0|0|11
164|Lorde - Green Light|49.0|0|10
165|Bebe Rexha - I'm a Mess|48.5|0|6
165|Hippo Campus - Honestly|48.5|0|6
167|Lily Allen - The Fear|48.5|2|5
168|Ariana Grande - Into You|48.0|0|9
169|Janelle Monáe - Screwed (feat. Zoë Kravitz)|48.0|0|6
170|Taylor Swift - Dress|47.5|0|7
171|Lady Gaga - Poker Face|47.5|1|6
172|Jessie Ware - Overtime|47.5|1|5
172|Red Velvet - Bad Boy - (English Version) (Bonus Track)|47.5|1|5
174|Mac Miller - Self Care|47.5|0|4
175|Red Velvet - Bad Boy|47.0|0|5
176|Aurora - Soft Universe|46.5|0|8
177|Taylor Swift - Love Story|46.5|1|6
178|Allie X - Sculpture|46.5|2|5
179|Aurora - Infections Of A Different Kind|46.0|0|7
180|Imagine Dragons - Natural|46.0|1|6
181|slayyyter - I'm High|46.0|0|4
182|Cher - Fernando|45.5|0|8
182|Troye Sivan - The Good Side|45.5|0|8
184|Ariana Grande - Successful|45.5|0|7
185|Lil' Wayne - Hittas|45.0|1|10
186|Kero Kero Bonito - Sometimes|45.0|1|9
187|Ella Mai - Trip|45.0|0|9
188|MØ - Imaginary Friend|45.0|1|6
189|Juice WRLD - Lucid Dreams|45.0|0|6
190|Ariana Grande - Greedy|45.0|0|4
191|Lil' Wayne - Problems|44.5|0|12
192|Camila Cabello - Real Friends|44.5|0|7
193|Charli XCX - Tears (feat. Caroline Polachek)|44.5|0|6
194|Tyler, The Creator - POTATO SALAD|44.5|1|5
195|Selena Gomez - Back To You|44.0|1|6
196|Charli XCX - Track 10|44.0|1|5
197|LIL PEEP - Sunlight On Your Skin|44.0|0|5
198|Alan Walker - Diamond Heart|43.5|0|5
199|Ralph - Weather|43.5|0|4
200|Twenty One Pilots - Jumpsuit|43.5|1|3
201|Charli XCX - Backseat (feat. Carly Rae Jepsen)|43.0|0|6
202|BROCKHAMPTON - LOOPHOLE|43.0|0|5
202|Florence + The Machine - Hunger|43.0|0|5
204|Charli XCX - Focus|42.5|0|8
205|BROCKHAMPTON - TAPE|42.5|0|7
206|The Carters - Apeshit|42.0|1|7
207|Carly Rae Jepsen - Run Away With Me|41.5|0|12
208|Lil' Wayne - Dope Niggaz (feat. Snoop Dogg)|41.5|0|11
209|Cardi B - I Like It (feat. Bad Bunny & J Balvin)|41.5|0|9
210|Janelle Monáe - Make Me Feel|41.5|0|7
211|George Ezra - Shotgun|41.5|1|6
212|Christine and The Queens - Goya Soda|41.5|0|5
213|Lorde - Ribs|41.0|0|10
214|5 Seconds Of Summer - Youngblood|41.0|0|6
214|Against The Current - Personal|41.0|0|6
216|Léon - Baby Don't Talk|41.0|1|5
217|Britney Spears - Slumber Party (feat. Tinashe)|41.0|0|5
218|Calvin Harris & Dua Lipa - One Kiss|41.0|1|4
219|John Mayer - New Light|41.0|0|3
220|Lady Gaga - Bad Romance|40.5|0|9
221|Taylor Swift - Look What You Made Me Do|40.5|0|5
222|SZA - Love Galore (feat. Travis Scott)|40.0|0|6
223|Olly Murs - Moves (feat. Snoop Dogg)|40.0|2|5
224|Billie Eilish - Bellyache|40.0|1|5
225|Ryn Weaver - Reasons Not To Die - Demo|40.0|1|4
226|Taylor Swift - All Too Well|39.5|0|9
227|Kids See Ghosts - 4th Dimension|39.5|0|7
228|Charli XCX - Girls Night Out|39.5|1|6
229|Taylor Swift - Wildest Dreams|39.5|0|6
230|Lil Pump - Drug Addicts|39.5|1|3
231|Taylor Swift - Treacherous|39.0|0|7
232|bazzi - Beautiful (feat. Camila Cabello)|39.0|0|5
233|Joji - CAN'T GET OVER YOU (feat. Clams Casino)|39.0|1|4
233|Nina Nesbitt - Loyal To Me|39.0|1|4
235|Milo - Mythbuilding Exercise No.9|39.0|1|3
236|Lil' Wayne - Took His Time|38.5|0|9
237|Marshmello - Bayen Habeit|38.5|0|5
238|Girls' Generation-Oh!GG - Lil' Touch|38.0|0|6
239|Eminem - KILLSHOT|38.0|1|3
240|BTS - IDOL|37.5|0|6
240|Charli XCX - Out Of My Head (feat. Tove Lo & ALMA)|37.5|0|6
240|Cher - The Winner Takes It All|37.5|0|6
243|French Montana - No Stylist (feat. Drake)|37.5|0|4
243|Paramore - Still into You|37.5|0|4
243|Tove Lo - Stranger|37.5|0|4
246|Cher - The Name Of The Game|37.0|0|6
247|Charli XCX - Delicious (feat. Tommy Cash)|37.0|0|4
248|The Killers - Mr. Brightside|36.5|1|6
249|BROCKHAMPTON - 1999 WILDFIRE|36.5|0|6
250|David Guetta, Bebe Rexha & J Balvin - Say My Name|36.5|0|4
251|Kero Kero Bonito - Swimming|36.0|1|9
252|Adele - Rolling in The Deep|36.0|1|5
253|Kim Petras - Hills|36.0|0|4
254|slayyyter - Platform Shoes|36.0|1|3
255|Christine and The Queens - Girlfriend (feat. Dâm-Funk)|35.5|0|9
256|Christine and The Queens - Comme si|35.5|0|7
257|Rina Sawayama - Cherry|35.5|0|6
258|Charli XCX - Porsche (feat. MØ)|35.5|1|4
259|Kylie Minogue - I Believe in You|35.5|0|3
260|Paramore - Hard Times|34.5|0|6
261|Metric - Love You Back|34.5|0|4
262|Taylor Swift - End Game (feat. Ed Sheeran & Future)|34.0|0|8
263|Against The Current - Almost Forgot|34.0|0|6
264|Phoebe Ryan - Heart Attack (feat. Tove Lo)|34.0|0|5
265|Troye Sivan - Animal|33.5|0|7
266|Major Lazer - Tied Up (feat. Mr Eazi, RAYE and Jake Gosling)|33.5|0|5
267|CHVRCHES - Graffiti|33.5|1|4
268|Bleachers - Rollercoaster|33.5|0|4
269|NoName - Ace|33.5|1|3
270|Kero Kero Bonito - Flamingo|33.0|1|5
271|Metric - Now Or Never Now|33.0|0|3
272|Carly Rae Jepsen - Cut To The Feeling|32.5|0|8
273|Hippo Campus - Mistakes|32.5|1|6
274|Taylor Swift - Blank Space|32.5|0|6
275|Demi Lovato - Confident|32.5|0|3
276|Lil' Wayne - Open Safe|32.0|1|9
277|Troye Sivan - What a Heavenly Way To Die|32.0|0|7
278|Frank Ocean - White Ferrari|32.0|1|6
279|Cher - One Of Us|32.0|0|6
280|The Japanese House - Lilo|32.0|0|5
281|The Knocks - Brazilian Soul (feat. Sofi Tukker)|32.0|2|4
282|Eminem - The Ringer|32.0|1|4
283|Metric - Dressed To Suppress|32.0|0|3
283|Sigala - Somebody|32.0|0|3
285|Frank Ocean - Seigfried|31.5|0|5
285|Troye Sivan - Postcard (feat. Gordi)|31.5|0|5
287|Dreamcatcher - wHAt|31.5|0|4
288|Metric - Die Happy|31.5|1|3
289|Christine and The Queens - 5 dollars|31.0|0|8
290|Lil' Wayne - Start This Shit Off Right (feat. Ashanti & Mack Maine)|31.0|0|7
291|Hozier - Nina Cried Power (feat. Mavis Staples)|31.0|0|5
291|Young Thug - On The Run|31.0|0|5
293|Travi$ Scott - CAN'T SAY|31.0|0|4
294|Lil' Wayne - Perfect Strangers|30.5|0|8
295|Zedd, Maren Morris & Grey - The Middle|30.5|1|5
296|Lady Gaga - The Cure|30.0|0|6
297|Camila Cabello - Into It|30.0|1|5
298|Carly Rae Jepsen - Higher|30.0|0|4
299|Empress Of - Love for Me|30.0|1|3
300|King Princess - Talia|30.0|0|3
300|Metric - Risk|30.0|0|3
302|Nicki Minaj - Good Form|29.5|0|7
303|Eminem - Greatest|29.5|0|3
303|Interpol - PDA|29.5|0|3
303|TWICE - Dance The Night Away|29.5|0|3
303|Zedd & Elley Duhé - Happy Now|29.5|0|3
307|Britney Spears - Gimme More|29.0|0|6
307|Drake - Nonstop|29.0|0|6
307|Travi$ Scott - YOSEMITE|29.0|0|6
310|Christina Aguilera - Genie in a Bottle|29.0|0|5
311|6ix9ine - FEFE (feat. Nicki Minaj & Murda Beatz)|29.0|0|4
311|Carly Rae Jepsen - LA Hallucinations|29.0|0|4
311|Lady Gaga - Just Dance|29.0|0|4
314|Kesha - Crazy Kids|29.0|0|3
314|Uni.T - I Mean|29.0|0|3
316|Alan Walker - Darkside|29.0|1|2
316|Alice Chater - Hour Glass|29.0|1|2
316|Beartooth - Clever|29.0|1|2
319|Zahara - Hoy la Bestia Cena en Casa|29.0|0|2
320|Taylor Swift - Style|28.5|0|7
321|NoName - Don't Forget About Me|28.5|0|5
322|Kate Bush - Cloudbusting|28.5|1|4
323|RÜFÜS DU SOL - Underwater|28.5|1|3
324|Billie Eilish - my boy|28.5|0|3
324|Mitski - Washing Machine Heart|28.5|0|3
324|Sufjan Stevens - Futile Devices|28.5|0|3
327|PRETTYMUCH - Solita (feat. Rich The Kid)|28.5|1|2
328|Dua Lipa - IDGAF|28.0|0|7
329|Against The Current - I Like The Way|28.0|0|5
329|Yaeji - One More|28.0|0|5
331|Ralph - Tables Have Turned|28.0|0|4
331|St. Vincent - Slow Disco|28.0|0|4
331|Taylor Swift - Dancing with Our Hands Tied|28.0|0|4
334|Ikon - GoOdByE RoAd|28.0|1|3
334|Nile Rodgers - Till The World Falls|28.0|1|3
336|Charli XCX - Focus (Yaeji Remix)|28.0|0|2
337|Lil' Wayne - I Love You Dwayne|27.5|0|11
338|Kero Kero Bonito - Rest Stop|27.5|0|9
338|Lil' Wayne - Demon|27.5|0|9
340|Taylor Swift - Don't Blame Me|27.5|0|7
341|Charli XCX - Vroom Vroom|27.5|0|6
342|Maroon 5 - Girls Like You (feat. Cardi B)|27.5|0|4
342|NoName - Prayer Song|27.5|0|4
344|Aminé - REEL IT IN|27.5|0|3
344|Disclosure - Where Angels Fear To Tread|27.5|0|3
346|Lorde - Buzzcut Season|27.0|0|6
347|Taylor Swift - Red|27.0|1|5
348|Taylor Swift - Out Of The Woods|27.0|0|4
349|Allie X - Casanova|27.0|1|3
349|Sasha Sloan - Faking It|27.0|1|3
351|BLACKPINK - Forever Young|27.0|0|3
351|Kacey Musgraves - Merry Go 'Round|27.0|0|3
353|Allie X - Catch|27.0|1|2
354|Bleachers - Wild Heart|27.0|0|2
355|Ariana Grande - blazed (feat. Pharrell Williams)|26.5|0|4
355|Lorde - Tennis Court|26.5|0|4
355|Tove Lo - Bitches (feat. Charli XCX, Icona Pop, Elliphant & ALMA)|26.5|0|4
358|Grimes - Kill V. Maim|26.5|1|3
359|Camila Cabello - Havana (feat. Young Thug)|26.5|0|3
359|Gryffin - Tie Me Down (with Elley Duhé)|26.5|0|3
359|Tyler, The Creator - See You Again|26.5|0|3
362|Lily Allen - Not Fair|26.5|1|2
363|CupcakKe - Quiz|26.5|0|2
364|Panic! at The Disco - High Hopes|26.0|0|8
365|Ariana Grande - borderline (feat. Missy Elliott)|26.0|0|6
366|Kids See Ghosts - Freeee (Ghost Town Pt. 2)|26.0|0|4
366|LOOΠΔ - NEW|26.0|0|4
366|Travi$ Scott - Stargazing|26.0|0|4
369|Christine and The Queens - Make some sense|26.0|1|3
370|Beyoncé - Partition|26.0|0|3
370|Ralph - For Yourself|26.0|0|3
372|Linkin Park - What I've Done|26.0|1|2
373|Bleachers - I Wanna Get Better|26.0|0|2
374|Clean Bandit - Solo (feat. Demi Lovato)|25.5|0|6
374|Frank Ocean - nights|25.5|0|6
376|Red Velvet - Power Up|25.5|0|5
377|Kacey Musgraves - Slow Burn|25.5|0|4
378|Benjamin Ingrosso - Behave|25.5|0|3
378|Paramore - Misery Business|25.5|0|3
378|Paramore - Playing God|25.5|0|3
378|Travi$ Scott - HOUSTONFORNICATION|25.5|0|3
382|Kim Petras - Human - Recorded at Spotify Studios NYC|25.5|1|2
382|The Voidz - Qyurryus|25.5|1|2
384|Lady Gaga - Scheiße|25.5|0|2
384|Lil Skies - Nowadays (feat. Landon Cube)|25.5|0|2
384|LOOΠΔ / ODD EYE CIRCLE - ODD Front|25.5|0|2
384|Pistol Annies - Interstate Gospel|25.5|0|2
388|Lorde - The Louvre|25.0|0|8
389|BROCKHAMPTON - 1998 TRUMAN|25.0|0|5
389|Taylor Swift - This Is Why We Can't Have Nice Things|25.0|0|5
391|Idles - Danny Nedelko|25.0|0|4
391|Tommy Genesis - 100 Bad - Charli XCX Remix|25.0|0|4
393|Azealia Banks - USED TO BEING ALONE|25.0|0|3
393|Bebe Rexha - Self Control|25.0|0|3
393|Kim Petras - Faded|25.0|0|3
393|Lady Gaga - Born This Way|25.0|0|3
397|Hayley Kiyoko - What I Need (feat. Kehlani)|25.0|1|2
398|BROCKHAMPTON - BOOGIE|25.0|0|2
398|J.I.D - 151 Rum|25.0|0|2
398|LSD - Audio|25.0|0|2
398|Mariah Carey - Always Be My Baby|25.0|0|2
398|The Cranberries - Linger|25.0|0|2
398|The Offspring - You're Gonna Go Far, Kid|25.0|0|2
404|Camila Cabello - Never Be The Same|24.5|0|4
404|Lady Gaga - G.U.Y.|24.5|0|4
406|Kesha - TiK ToK|24.5|1|3
407|Nile Rodgers - Do You Wanna Party|24.5|0|3
407|NoName - With You|24.5|0|3
407|The Knocks - New York Narcotic|24.5|0|3
410|Bushido - Inshallah (feat. Capital Bra)|24.5|0|2
410|Milo - nominy|24.5|0|2
410|Milo - tiptoe|24.5|0|2
413|Charli XCX - 3am (Pull Up) (feat. MØ)|24.0|0|7
414|Nile Rodgers - Boogie All Night|24.0|0|4
415|Against The Current - The Fuss|24.0|0|3
415|Allie X - That's So Us|24.0|0|3
415|Britney Spears - Break The Ice|24.0|0|3
415|Lana Del Rey - White Mustang|24.0|0|3
415|Logic - Ordinary Day (feat. Hailee Steinfeld)|24.0|0|3
415|Mac Miller - Ladders|24.0|0|3
415|Playboi Carti - R.I.P.|24.0|0|3
415|SZA - Prom|24.0|0|3
415|Years & Years - Howl|24.0|0|3
424|Grimes - Genesis|24.0|1|2
425|Carrie Underwood - Low|24.0|0|2
425|Lil' Wayne - Mr. Carter|24.0|0|2
427|Carly Rae Jepsen - I Really Like You|23.5|0|5
427|NoName - Self|23.5|0|5
427|Tove Lo - Disco Tits|23.5|0|5
430|Fiona Apple - Criminal|23.5|0|4
430|Halsey - Alone (feat. Big Sean & Stefflon Don)|23.5|0|4
430|Taylor Swift - Delicate (Seeb Remix)|23.5|0|4
430|Twenty One Pilots - Levitate|23.5|0|4
434|Eminem - Not Alike (feat. Royce Da 5'9)|23.5|0|3
434|Young Thug - Climax (feat. 6lack)|23.5|0|3
436|Camila Cabello - Havana - Live|23.5|0|2
436|Foster The People - Ruby|23.5|0|2
436|Kanye West - All Of The Lights|23.5|0|2
436|MOMOLAND - BAAM|23.5|0|2
440|Carly Rae Jepsen - Emotion|23.0|0|7
441|Carly Rae Jepsen - Your Type|23.0|0|6
442|Juicy J - Neighbor (feat. Travis Scott)|23.0|1|4
443|Paramore - TOlD YOU SO|23.0|0|4
443|Sophie - Ponyboy|23.0|0|4
445|Against The Current - Sweet Surrender|23.0|0|3
445|Carrie Underwood - Southbound|23.0|0|3
445|Holychild - Hundred Thousand Hearts|23.0|0|3
445|Jesse McCartney - Wasted|23.0|0|3
445|Lady Gaga - Venus|23.0|0|3
445|NoName - Blaxploitation|23.0|0|3
445|NoName - Part Of Me|23.0|0|3
445|Post Malone - Rockstar (feat. 21 Savage)|23.0|0|3
445|Rihanna - Disturbia|23.0|0|3
445|Thom Yorke - Suspirium|23.0|0|3
455|태연 - Something New|23.0|1|2
456|Allie X - Misbelieving|23.0|0|2
456|dodie - Human|23.0|0|2
456|Marina & The Diamonds - Froot|23.0|0|2
456|Saweetie - Icy Grl|23.0|0|2
460|Carly Rae Jepsen - Cry|22.5|0|4
460|Kanye West - Waves|22.5|0|4
460|Kelela - KAYTRANADA_WAITIN_115 BPM|22.5|0|4
460|SZA - Supermodel|22.5|0|4
464|Bryce Vine - Drew Barrymore|22.5|0|3
464|Lorde - Perfect Places|22.5|0|3
464|Metric - Art Of Doubt|22.5|0|3
464|Mitski - First Love / Late Spring|22.5|0|3
464|slayyyter - BFF|22.5|0|3
464|XYLØ - Tears & Tantrums|22.5|0|3
470|Britney Spears - Breathe on Me|22.5|0|2
470|GWSN - Puzzle Moon|22.5|0|2
470|LOOΠΔ - 열기|22.5|0|2
470|MNEK - Girlfriend|22.5|0|2
470|Shakira - Ciega, Sordomuda|22.5|0|2
470|Tierra Whack - Hookers|22.5|0|2
476|Lana Del Rey - Born To Die|22.0|0|4
476|Tessa Violet - Crush|22.0|0|4
478|Camila Cabello - All These Years|22.0|1|3
478|Clean Bandit - Rather Be (feat. Jess Glynne)|22.0|1|3
480|Katy Perry - Teenage Dream|22.0|0|3
480|King Princess - 1950|22.0|0|3
480|Lady Gaga - Heavy Metal Lover|22.0|0|3
480|Michael Bublé - When I Fall in Love|22.0|0|3
480|Travi$ Scott - Maria I'm Drunk (feat. Justin Bieber & Young Thug)|22.0|0|3
485|Sufjan Stevens - Vesuvius|22.0|1|2
486|Brand New - Jesus Christ|22.0|0|2
486|Lil' Wayne - Dope N****z (feat. Snoop Dogg)|22.0|0|2
486|Panic! at The Disco - One Of The Drunks|22.0|0|2
486|Post Malone - Better Now|22.0|0|2
490|Frank Ocean - self control|21.5|0|5
490|St. Vincent - Los Ageless|21.5|0|5
492|Charli XCX - Focus - Yaeji Remix|21.5|0|4
492|Pusha T - If You Know You Know|21.5|0|4
492|The 1975 - Love It If We Made It|21.5|0|4
495|6LACK - Pretty Little Fears (feat. J. Cole)|21.5|0|3
495|Christine and The Queens - Bruce est dans le brouillard|21.5|0|3
495|Lady Gaga - Aura|21.5|0|3
495|Sharon Van Etten - Comeback Kid|21.5|0|3
495|Travi$ Scott - NC-17|21.5|0|3
500|Anderson .Paak - Bubblin|21.5|1|2
500|NoName - no name|21.5|1|2
502|Emma Blackery - Villains Pt. 1|21.5|0|2
502|Nicki Minaj - Barbie Dreams|21.5|0|2
502|Robinson - Medicine|21.5|0|2
502|Uffie - Drugs|21.5|0|2
502|Wolf Alice - Don't Delete The Kisses|21.5|0|2
502|Yumi Zouma - In Camera|21.5|0|2
508|Hozier - Shrike|21.0|0|5
508|Logic - Wu Tang Forever (feat. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)|21.0|0|5
508|Taylor Swift - I Knew You Were Trouble.|21.0|0|5
511|BROODS - Peach|21.0|0|4
512|Janelle Monáe - Dirty Computer (feat. Brian Wilson)|21.0|0|3
512|Metric - Dark Saturday|21.0|0|3
512|Mitski - Remember My Name|21.0|0|3
512|Snail Mail - Pristine|21.0|0|3
512|Tinashe - Like I Used To|21.0|0|3
517|ABBA - S.O.S.|21.0|0|2
517|BLACKPINK - Really|21.0|0|2
517|CHVRCHES - Heaven/Hell|21.0|0|2
517|Clairo - B.O.M.D.|21.0|0|2
517|Fifth Harmony - I'm in Love with a Monster|21.0|0|2
517|Glass Animals - Youth|21.0|0|2
517|Imagine Dragons - Zero - From The Original Motion Picture "Ralph Breaks The Internet"|21.0|0|2
517|Nicki Minaj - Coco Chanel (feat. Foxy Brown)|21.0|0|2
517|St. Vincent - Smoking Section|21.0|0|2
517|That Kid - Dial Tone|21.0|0|2
